"Player","Pos","Team","Opp","DK Proj","FD Proj","FFPC Proj","Standard Proj","Half PPR Proj","Full PPR Proj","DK Ceiling","FD Ceiling","Slate"
"D'Andre Swift","RB","CHI","@GB","11.2","10.0","11.0","8.7","9.8","10.9","21.3","19.7","Main"
"Alec Pierce","WR","IND","@JAX","11.2","9.5","10.8","7.5","9.1","10.8","22.9","20.2","Main"
"Cameron Ward","QB","TEN","@CLE","11.2","10.8","12.1","10.0","10.0","10.0","18.7","18.6","Main"
"Deebo Samuel","WR","WAS","@MIN","11.1","8.9","11.0","6.4","8.7","11.0","20.5","17.1","Main"
"Khalil Shakir","WR","BUF","CIN","10.9","8.6","10.8","6.1","8.4","10.7","20.7","17.2","Main"
"Dalton Schultz","TE","HOU","@KC","10.8","8.4","13.2","5.8","8.2","10.7","19.4","15.6","Sunday"
"Zach Ertz","TE","WAS","@MIN","10.8","8.6","12.8","6.3","8.4","10.6","20.0","16.7","Main"
"Harold Fannin","TE","CLE","TEN","10.7","8.5","12.7","6.2","8.4","10.5","19.5","16.2","Main"
"Jake Ferguson","TE","DAL","@DET","10.6","8.1","12.9","5.7","8.1","10.5","19.4","15.8","Thursday"
"DEN DST","DST","DEN","@LV","10.6","10.6","11.6","10.6","10.6","10.6","18.7","18.7","Main"
"Woody Marks","RB","HOU","@KC","10.4","9.5","10.1","8.5","9.3","10.0","19.5","18.4","Sunday"
"Brian Thomas","WR","JAX","IND","10.4","8.7","10.2","6.6","8.4","10.1","20.9","18.1","Main"
"John Metchie","WR","NYJ","MIA","10.4","8.3","10.3","6.0","8.1","10.3","19.6","16.4","Main"
"Omarion Hampton","RB","LAC","PHI","10.3","9.2","10.1","8.0","9.0","10.0","19.4","17.9","Monday"
"Chris Godwin","WR","TB","NO","10.3","8.3","10.1","6.2","8.2","10.1","20.0","16.9","Main"
"Tony Pollard","RB","TEN","@CLE","10.3","9.3","10.1","8.3","9.1","10.0","19.1","17.8","Main"
"Darnell Mooney","WR","ATL","SEA","10.2","8.4","9.9","6.4","8.2","9.9","20.1","17.3","Main"
"Jordan Addison","WR","MIN","WAS","10.2","8.6","9.9","6.7","8.3","9.9","20.8","18.2","Main"
"CLE DST","DST","CLE","TEN","10.2","10.2","11.2","10.2","10.2","10.2","18.2","18.2","Main"
"Brenton Strange","TE","JAX","IND","10.1","8.0","12.0","5.8","7.9","9.9","18.8","15.6","Main"
"Tre Tucker","WR","LV","DEN","10.1","8.2","9.9","6.1","8.0","9.9","19.7","16.8","Main"
"Juwan Johnson","TE","NO","@TB","10.1","7.8","12.2","5.5","7.7","9.9","18.4","14.9","Main"
"Dalton Kincaid","TE","BUF","CIN","10.0","8.2","11.7","6.3","8.1","9.8","19.7","16.8","Main"
"Jake Bates","K","DET","DAL","10.0","10.0","10.7","10.0","10.0","10.0","16.3","16.3","Thursday"
"Mark Andrews","TE","BAL","PIT","9.9","8.1","11.5","6.3","8.0","9.8","19.1","16.3","Main"
"Xavier Worthy","WR","KC","HOU","9.9","8.2","9.7","6.4","8.1","9.7","19.4","16.8","Sunday"
"Keenan Allen","WR","LAC","PHI","9.9","7.9","9.7","5.9","7.8","9.7","19.1","16.1","Monday"
"Oronde Gadsden","TE","LAC","PHI","9.9","7.9","11.7","5.8","7.7","9.7","18.9","15.8","Monday"
"Luther Burden","WR","CHI","@GB","9.8","7.9","9.6","5.9","7.7","9.6","19.0","16.1","Main"
"Troy Franklin","WR","DEN","@LV","9.6","7.9","9.4","6.2","7.8","9.4","19.5","16.9","Main"
"Romeo Doubs","WR","GB","CHI","9.6","7.9","9.4","6.1","7.8","9.4","19.1","16.5","Main"
"Quentin Johnston","WR","LAC","PHI","9.5","7.8","9.4","5.9","7.6","9.3","18.8","16.1","Monday"
"Kenneth Gainwell","RB","PIT","@BAL","9.5","7.9","9.4","6.4","7.9","9.4","18.1","15.7","Main"
"Tyler Loop","K","BAL","PIT","9.4","9.4","10.1","9.4","9.4","9.4","15.9","15.9","Main"
"Harrison Mevis","K","LA","@ARI","9.4","9.4","10.0","9.4","9.4","9.4","15.5","15.5","Main"
"DJ Moore","WR","CHI","@GB","9.3","7.6","9.2","5.7","7.4","9.1","18.2","15.5","Main"
"Kareem Hunt","RB","KC","HOU","9.3","8.6","9.2","7.8","8.5","9.1","18.5","17.5","Sunday"
"Brandon Aubrey","K","DAL","@DET","9.3","9.3","9.9","9.3","9.3","9.3","15.5","15.5","Thursday"
"Chase McLaughlin","K","TB","NO","9.3","9.3","10.0","9.3","9.3","9.3","15.9","15.9","Main"
"Colston Loveland","TE","CHI","@GB","9.2","7.4","10.8","5.5","7.3","9.0","17.7","14.9","Main"
"Josh Downs","WR","IND","@JAX","9.2","7.3","9.1","5.2","7.1","9.1","17.9","14.8","Main"
"Matt Prater","K","BUF","CIN","9.2","9.2","9.8","9.2","9.2","9.2","15.3","15.3","Main"
"Zach Charbonnet","RB","SEA","@ATL","9.0","8.6","8.8","8.2","8.5","8.7","18.6","18.2","Main"
"Wil Lutz","K","DEN","@LV","9.0","9.0","9.7","9.0","9.0","9.0","15.5","15.5","Main"
"Darren Waller","TE","MIA","@NYJ","8.9","7.3","10.5","5.5","7.2","8.8","17.6","14.9","Main"
"Jason Myers","K","SEA","@ATL","8.9","8.9","9.6","8.9","8.9","8.9","15.1","15.1","Main"
"Michael Carter","RB","ARI","LA","8.8","7.4","8.8","5.9","7.3","8.8","17.2","14.9","Main"
"Chris Rodriguez","RB","WAS","@MIN","8.8","8.3","8.6","7.7","8.1","8.5","18.0","17.4","Main"
"Harrison Butker","K","KC","HOU","8.8","8.8","9.5","8.8","8.8","8.8","15.3","15.3","Sunday"
"Riley Patterson","K","MIA","@NYJ","8.8","8.8","9.5","8.8","8.8","8.8","15.3","15.3","Main"
"Jake Elliott","K","PHI","@LAC","8.8","8.8","9.5","8.8","8.8","8.8","15.3","15.3","Monday"
"Jayden Higgins","WR","HOU","@KC","8.7","7.0","8.6","5.2","6.9","8.6","17.3","14.6","Sunday"
"Devaughn Vele","WR","NO","@TB","8.7","7.0","8.6","5.1","6.9","8.6","16.9","14.1","Main"
"AJ Barner","TE","SEA","@ATL","8.7","7.0","10.4","5.2","6.9","8.7","16.6","13.9","Main"
"Brandon McManus","K","GB","CHI","8.6","8.6","9.2","8.6","8.6","8.6","14.7","14.7","Main"
"Jake Moody","K","WAS","@MIN","8.6","8.6","9.3","8.6","8.6","8.6","15.1","15.1","Main"
"TB DST","DST","TB","NO","8.6","8.6","9.6","8.6","8.6","8.6","16.2","16.2","Main"
"Evan Engram","TE","DEN","@LV","8.5","6.7","10.3","4.8","6.7","8.5","16.7","13.8","Main"
"Blake Grupe","K","IND","@JAX","8.5","8.5","9.1","8.5","8.5","8.5","14.8","14.8","Main"
"TEN DST","DST","TEN","@CLE","8.5","8.5","9.5","8.5","8.5","8.5","16.4","16.4","Main"
"Kyle Monangai","RB","CHI","@GB","8.4","7.9","8.2","7.2","7.7","8.2","17.4","16.6","Main"
"Cameron Dicker","K","LAC","PHI","8.4","8.4","9.1","8.4","8.4","8.4","14.8","14.8","Monday"
"LA DST","DST","LA","@ARI","8.4","8.4","9.3","8.4","8.4","8.4","16.0","16.0","Main"
"WAS DST","DST","WAS","@MIN","8.4","8.4","9.3","8.4","8.4","8.4","16.3","16.3","Main"
"Jerry Jeudy","WR","CLE","TEN","8.3","6.8","8.2","5.2","6.7","8.2","16.7","14.3","Main"
"Evan McPherson","K","CIN","@BUF","8.2","8.2","8.8","8.2","8.2","8.2","14.2","14.2","Main"
"Cam Little","K","JAX","IND","8.2","8.2","8.8","8.2","8.2","8.2","14.5","14.5","Main"
"Cooper Kupp","WR","SEA","@ATL","8.1","6.6","8.0","5.0","6.5","8.0","16.9","14.4","Main"
"Tyjae Spears","RB","TEN","@CLE","8.1","6.5","8.0","5.0","6.5","8.0","15.4","13.0","Main"
"KC DST","DST","KC","HOU","8.1","8.1","9.0","8.1","8.1","8.1","15.4","15.4","Sunday"
"MIA DST","DST","MIA","@NYJ","8.1","8.1","9.1","8.1","8.1","8.1","15.6","15.6","Main"
"Pat Bryant","WR","DEN","@LV","8.0","6.5","7.9","5.0","6.4","7.9","16.5","14.1","Main"
"Colby Parkinson","TE","LA","@ARI","8.0","6.4","9.5","4.8","6.4","8.0","16.4","13.8","Main"
"Dallas Goedert","TE","PHI","@LAC","8.0","6.3","9.7","4.5","6.2","7.9","15.6","12.8","Monday"
"Andre Szmyt","K","CLE","TEN","8.0","8.0","8.7","8.0","8.0","8.0","14.6","14.6","Main"
"Nick Folk","K","NYJ","MIA","8.0","8.0","8.7","8.0","8.0","8.0","14.5","14.5","Main"
"Chris Boswell","K","PIT","@BAL","8.0","8.0","8.6","8.0","8.0","8.0","14.3","14.3","Main"
"Cade Otton","TE","TB","NO","7.8","6.2","9.4","4.5","6.1","7.7","15.6","12.9","Main"
"Mason Taylor","TE","NYJ","MIA","7.7","6.0","9.4","4.2","5.9","7.6","14.9","12.2","Main"
"Chad Ryland","K","ARI","LA","7.7","7.7","8.4","7.7","7.7","7.7","13.8","13.8","Main"
"Charlie Smyth","K","NO","@TB","7.7","7.7","8.3","7.7","7.7","7.7","14.1","14.1","Main"
"Samaje Perine","RB","CIN","@BUF","7.6","7.1","7.5","6.5","7.0","7.5","15.8","14.9","Main"
"Elic Ayomanor","WR","TEN","@CLE","7.6","6.2","7.5","4.7","6.1","7.5","15.5","13.2","Main"
"Zane Gonzalez","K","ATL","SEA","7.6","7.6","8.2","7.6","7.6","7.6","13.7","13.7","Main"
"Will Reichard","K","MIN","WAS","7.6","7.6","8.2","7.6","7.6","7.6","13.7","13.7","Main"
"PHI DST","DST","PHI","@LAC","7.6","7.6","8.5","7.6","7.6","7.6","15.0","15.0","Monday"
"SEA DST","DST","SEA","@ATL","7.6","7.6","8.5","7.6","7.6","7.6","15.1","15.1","Main"
"Ka'imi Fairbairn","K","HOU","@KC","7.5","7.5","8.1","7.5","7.5","7.5","13.7","13.7","Sunday"
"Joey Slye","K","TEN","@CLE","7.4","7.4","8.0","7.4","7.4","7.4","13.8","13.8","Main"
"Blake Corum","RB","LA","@ARI","7.3","6.9","7.2","6.4","6.7","7.1","15.6","15.0","Main"
"Cairo Santos","K","CHI","@GB","7.3","7.3","7.9","7.3","7.3","7.3","13.3","13.3","Main"
"GB DST","DST","GB","CHI","7.3","7.3","8.2","7.3","7.3","7.3","14.5","14.5","Main"
"Malik Washington","WR","MIA","@NYJ","7.2","5.6","7.1","4.1","5.6","7.1","14.2","11.8","Main"
"Jayden Reed","WR","GB","CHI","7.0","5.7","6.9","4.4","5.6","6.9","15.0","12.9","Main"
"TJ Hockenson","TE","MIN","WAS","7.0","5.4","8.6","3.8","5.4","7.0","14.0","11.4","Main"
"BAL DST","DST","BAL","PIT","7.0","7.0","7.9","7.0","7.0","7.0","14.1","14.1","Main"
"David Sills V","WR","ATL","SEA","6.9","5.5","6.8","4.1","5.5","6.8","14.3","12.1","Main"
"Daniel Carlson","K","LV","DEN","6.9","6.9","7.5","6.9","6.9","6.9","13.0","13.0","Main"
"Tyler Allgeier","RB","ATL","SEA","6.8","6.2","6.8","5.5","6.1","6.7","14.3","13.3","Main"
"Isaiah Likely","TE","BAL","PIT","6.8","5.5","8.1","4.1","5.4","6.8","14.3","12.0","Main"
"Kimani Vidal","RB","LAC","PHI","6.8","6.3","6.7","5.8","6.2","6.6","14.3","13.6","Monday"
"Jordan Mason","RB","MIN","WAS","6.8","6.5","6.7","6.2","6.4","6.6","14.8","14.4","Main"
"Isiah Pacheco","RB","KC","HOU","6.7","6.1","6.7","5.4","6.0","6.6","14.2","13.2","Sunday"
"IND DST","DST","IND","@JAX","6.7","6.7","7.6","6.7","6.7","6.7","13.9","13.9","Main"
"MIN DST","DST","MIN","WAS","6.5","6.5","7.3","6.5","6.5","6.5","13.5","13.5","Main"
"Dontayvion Wicks","WR","GB","CHI","6.4","5.4","6.4","4.2","5.3","6.4","14.1","12.3","Main"
"HOU DST","DST","HOU","@KC","6.4","6.4","7.1","6.4","6.4","6.4","13.4","13.4","Sunday"
"Keon Coleman","WR","BUF","CIN","6.3","5.3","6.3","4.2","5.2","6.3","14.4","12.7","Main"
"Rashid Shaheed","WR","SEA","@ATL","6.3","5.4","6.3","4.5","5.4","6.2","14.5","13.0","Main"
"Gabe Davis","WR","BUF","CIN","6.2","5.3","6.2","4.3","5.2","6.2","14.5","12.8","Main"
"Jack Bech","WR","LV","DEN","6.2","4.9","6.1","3.6","4.9","6.1","12.9","10.7","Main"
"Gunnar Helm","TE","TEN","@CLE","6.2","4.8","7.5","3.4","4.8","6.2","12.6","10.3","Main"
"BUF DST","DST","BUF","CIN","6.2","6.2","7.0","6.2","6.2","6.2","13.4","13.4","Main"
"Olamide Zaccheaus","WR","CHI","@GB","6.1","4.8","6.0","3.5","4.8","6.0","12.9","10.7","Main"
"LAC DST","DST","LAC","PHI","6.1","6.1","6.9","6.1","6.1","6.1","12.9","12.9","Monday"
"Rashod Bateman","WR","BAL","PIT","6.0","5.0","6.0","3.9","5.0","6.0","13.7","11.9","Main"
"Mike Gesicki","TE","CIN","@BUF","6.0","4.7","7.3","3.4","4.7","6.0","12.6","10.4","Main"
"Isaac TeSlaa","WR","DET","DAL","6.0","5.1","5.9","4.1","5.0","5.9","14.2","12.6","Thursday"
"Bhayshul Tuten","RB","JAX","IND","6.0","5.6","6.0","5.1","5.5","5.9","13.3","12.6","Main"
"Tyler Lockett","WR","LV","DEN","6.0","4.7","5.9","3.5","4.7","5.9","12.8","10.6","Main"
"NYJ DST","DST","NYJ","MIA","5.9","5.9","6.7","5.9","5.9","5.9","12.7","12.7","Main"
"Rachaad White","RB","TB","NO","5.7","4.8","5.7","3.9","4.8","5.7","12.8","11.3","Main"
"Tez Johnson","WR","TB","NO","5.7","4.8","5.7","3.9","4.7","5.6","13.2","11.6","Main"
"Chimere Dike","WR","TEN","@CLE","5.7","4.5","5.7","3.2","4.5","5.7","12.0","9.9","Main"
"JAX DST","DST","JAX","IND","5.7","5.7","6.4","5.7","5.7","5.7","12.6","12.6","Main"
"Keaton Mitchell","RB","BAL","PIT","5.6","4.9","5.5","4.2","4.8","5.5","12.5","11.4","Main"
"Adam Thielen","WR","PIT","@BAL","5.6","4.5","5.6","3.5","4.5","5.5","12.4","10.6","Main"
"PIT DST","DST","PIT","@BAL","5.6","5.6","6.4","5.6","5.6","5.6","12.4","12.4","Main"
"Ty Johnson","RB","BUF","CIN","5.5","4.7","5.5","3.9","4.7","5.5","12.8","11.4","Main"
"Mason Tipton","WR","NO","@TB","5.5","4.4","5.4","3.3","4.4","5.4","12.0","10.1","Main"
"Darnell Washington","TE","PIT","@BAL","5.5","4.3","6.7","3.1","4.3","5.5","11.7","9.6","Main"
"Van Jefferson","WR","TEN","@CLE","5.4","4.3","5.3","3.2","4.3","5.3","12.0","10.1","Main"
"Marvin Mims","WR","DEN","@LV","5.3","4.3","5.3","3.3","4.3","5.3","11.9","10.2","Main"
"Jalen Nailor","WR","MIN","WAS","5.2","4.3","5.1","3.4","4.3","5.1","12.0","10.5","Main"
"NO DST","DST","NO","@TB","5.2","5.2","5.9","5.2","5.2","5.2","11.9","11.9","Main"
"Andrei Iosivas","WR","CIN","@BUF","5.1","4.2","5.1","3.3","4.2","5.1","12.1","10.5","Main"
"Jaleel McLaughlin","RB","DEN","@LV","5.1","4.8","5.0","4.6","4.8","5.0","11.9","11.6","Main"
"Ross Dwelley","TE","DET","DAL","5.1","4.1","6.0","3.2","4.1","5.0","12.0","10.5","Thursday"
"Jeremy McNichols","RB","WAS","@MIN","5.1","4.3","5.1","3.6","4.3","5.1","11.6","10.3","Main"
"Dylan Drummond","WR","ATL","SEA","5.0","4.0","5.0","3.0","4.0","5.0","11.6","9.8","Main"
"Cedric Tillman","WR","CLE","TEN","5.0","4.1","5.0","3.2","4.1","5.0","11.5","9.9","Main"
"Kavontae Turpin","WR","DAL","@DET","5.0","4.2","5.0","3.4","4.2","5.0","11.9","10.4","Thursday"
"Chig Okonkwo","TE","TEN","@CLE","5.0","3.9","6.1","2.8","3.9","5.0","10.9","8.9","Main"
"Andre Baccellia","WR","ARI","LA","4.9","3.9","4.9","2.9","3.9","4.9","11.1","9.4","Main"
"Cole Kmet","TE","CHI","@GB","4.8","3.8","5.8","2.8","3.8","4.8","10.9","9.1","Main"
"DET DST","DST","DET","DAL","4.8","4.8","5.5","4.8","4.8","4.8","11.7","11.7","Thursday"
"DeAndre Hopkins","WR","BAL","PIT","4.6","3.8","4.5","3.0","3.7","4.5","11.0","9.6","Main"
"Pat Freiermuth","TE","PIT","@BAL","4.6","3.6","5.6","2.7","3.6","4.6","10.4","8.7","Main"
"ATL DST","DST","ATL","SEA","4.6","4.6","5.3","4.6","4.6","4.6","11.2","11.2","Main"
"LV DST","DST","LV","DEN","4.6","4.6","5.3","4.6","4.6","4.6","11.3","11.3","Main"
"Emanuel Wilson","RB","GB","CHI","4.5","4.3","4.5","4.1","4.3","4.4","10.8","10.4","Main"
"Austin Trammell","WR","JAX","IND","4.4","3.6","4.4","2.8","3.6","4.3","10.4","9.0","Main"
"Tre' Harris","WR","LAC","PHI","4.4","3.5","4.3","2.6","3.5","4.3","10.5","8.8","Monday"
"Jonnu Smith","TE","PIT","@BAL","4.4","3.4","5.3","2.4","3.4","4.4","9.9","8.1","Main"
"CHI DST","DST","CHI","@GB","4.4","4.4","5.1","4.4","4.4","4.4","10.9","10.9","Main"
"Elijah Higgins","TE","ARI","LA","4.3","3.3","5.3","2.3","3.3","4.3","9.7","7.8","Main"
"Noah Fant","TE","CIN","@BUF","4.2","3.3","5.1","2.4","3.3","4.2","9.8","8.1","Main"
"David Njoku","TE","CLE","TEN","4.2","3.3","5.0","2.5","3.3","4.1","9.7","8.2","Main"
"Christian Kirk","WR","HOU","@KC","4.2","3.3","4.2","2.4","3.3","4.2","9.8","8.1","Sunday"
"Matthew Golden","WR","GB","CHI","4.1","3.5","4.1","2.8","3.5","4.1","10.4","9.2","Main"
"Taysom Hill","TE","NO","@TB","4.1","3.7","4.4","3.4","3.7","4.0","9.3","8.7","Main"
"Calvin Austin","WR","PIT","@BAL","4.1","3.3","4.1","2.6","3.3","4.1","10.1","8.7","Main"
"Marquise Brown","WR","KC","HOU","4.0","3.2","4.0","2.5","3.2","4.0","10.0","8.6","Sunday"
