"league","season","match_date","gameweek","home_team","away_team","team","player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","match_url","venue"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Ransford Königsdörffer","11","gh GHA","FW","24-042","63","0","0","0","1","3","0","0","0","21","0","0","0","0.9","0.1","0.1","2","0","13","16","81.3","2","12","1","1","1","/en/players/ab99782e/Ransford-Konigsdorffer","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Yussuf Poulsen","15","dk DEN","FW","31-132","27","0","0","0","0","2","0","0","0","15","1","0","0","0.2","0.2","0.0","3","0","7","12","58.3","4","4","1","0","0","/en/players/d2416c2e/Yussuf-Poulsen","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Jean-Luc Dompé","7","fr FRA","LW","30-074","90","0","0","0","0","2","2","0","0","47","1","0","0","0.1","0.1","0.6","7","0","23","38","60.5","3","32","10","1","1","/en/players/9ffdf29a/Jean-Luc-Dompe","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Rayan Philippe","14","fr FRA","RW","25-002","90","0","0","0","0","4","2","0","0","33","0","0","1","0.3","0.3","0.2","3","0","13","18","72.2","2","16","0","4","1","/en/players/a046fc35/Rayan-Philippe","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Miro Muheim","28","ch SUI","LM,CB","27-215","90","0","0","0","0","4","1","0","0","89","3","1","1","0.3","0.2","0.2","7","0","54","74","73.0","10","43","1","1","1","/en/players/844c6a91/Miro-Muheim","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Nicolai Remberg","21","de GER","CM","25-128","90","0","0","0","0","3","0","0","0","56","0","2","0","0.5","0.5","0.0","3","0","45","50","90.0","5","38","1","0","0","/en/players/625fd441/Nicolai-Remberg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Albert Sambi Lokonga","6","be BEL","CM","26-003","63","0","0","0","0","3","0","0","0","35","2","0","0","0.2","0.2","0.0","6","0","22","27","81.5","4","23","1","3","2","/en/players/1b4f1169/Albert-Sambi-Lokonga","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Fabio Vieira","20","pt POR","CM","25-148","27","0","0","0","0","2","0","0","0","18","0","0","0","0.1","0.1","0.2","4","0","13","14","92.9","3","12","0","2","1","/en/players/6412cc03/Fabio-Vieira","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","William Mikelbrencis","2","fr FRA","RM","21-242","76","0","0","0","0","1","0","0","0","56","0","0","4","0.0","0.0","0.1","2","0","30","49","61.2","4","32","5","0","0","/en/players/14df1d7f/William-Mikelbrencis","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Fabio Baldé","45","pt POR","RM","20-097","14","0","0","0","0","0","0","0","0","10","0","0","0","0.0","0.0","0.0","0","0","5","9","55.6","0","2","0","0","0","/en/players/54b140c0/Fabio-Balde","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Daniel Elfadli","8","ly LBY","CB","28-202","87","0","0","0","0","0","0","0","0","59","3","1","0","0.0","0.0","0.0","1","0","49","54","90.7","8","40","1","1","0","/en/players/e4433e5a/Daniel-Elfadli","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Immanuel Pherai","10","sr SUR","LM","24-183","3","0","0","0","0","1","0","0","0","8","0","0","0","0.0","0.0","0.0","0","0","4","6","66.7","1","6","0","2","1","/en/players/f168d9b9/Immanuel-Pherai","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Luka Vušković","44","hr CRO","CB","18-243","90","0","0","0","0","1","0","1","0","87","1","0","1","0.1","0.1","0.1","4","0","61","76","80.3","5","48","1","1","1","/en/players/fd6bdbce/Luka-Vuskovic","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Nicolás Capaldo","24","ar ARG","CB","28-041","87","0","0","0","0","0","0","0","0","67","2","2","1","0.0","0.0","0.0","2","0","51","61","83.6","7","43","2","0","0","/en/players/6885cc44/Nicolas-Capaldo","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Guilherme Ramos","13","pt POR","CB","28-075","3","0","0","0","0","0","0","0","0","3","0","0","0","0.0","0.0","0.0","0","0","0","2","0.0","0","0","0","0","0","/en/players/df9c3473/Guilherme-Ramos","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Hamburger SV","Daniel Heuer Fernandes","1","pt POR","GK","32-346","90","0","0","0","0","0","0","0","0","62","0","0","0","0.0","0.0","0.0","1","0","57","63","90.5","1","48","0","0","0","/en/players/0c1f8f71/Daniel-Heuer-Fernandes","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Wolfsburg","Jonas Wind","23","dk DEN","FW","26-260","66","0","0","0","0","0","0","1","0","20","0","0","0","0.0","0.0","0.0","1","0","10","17","58.8","5","13","0","1","1","/en/players/2077ae86/Jonas-Wind","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Wolfsburg","Andreas Skov Olsen","7","dk DEN","RW","25-300","24","0","0","0","0","0","0","0","0","14","1","0","1","0.0","0.0","0.0","0","0","7","8","87.5","0","6","1","1","0","/en/players/c50cee19/Andreas-Skov-Olsen","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Wolfsburg","Mohamed Amoura","9","dz ALG","LW","25-169","55","0","0","0","0","1","1","1","0","25","2","1","1","0.0","0.0","0.1","1","0","10","17","58.8","0","11","0","1","0","/en/players/6597f8b6/Mohamed-Amoura","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Wolfsburg","Patrick Wimmer","39","at AUT","FW,LW","24-148","35","0","0","0","0","0","0","1","0","9","2","1","0","0.0","0.0","0.0","1","0","3","4","75.0","1","7","1","3","2","/en/players/cb11b429/Patrick-Wimmer","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Wolfsburg","Adam Daghim","11","dk DEN","RW,LW","20-027","90","1","0","0","0","2","1","0","0","35","1","0","4","0.2","0.2","0.0","1","1","13","20","65.0","5","16","4","3","1","/en/players/17f9da8a/Adam-Daghim","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Wolfsburg","Christian Eriksen","24","dk DEN","AM","33-253","66","0","1","0","0","1","0","0","0","33","0","0","0","0.0","0.0","0.1","2","1","22","29","75.9","2","18","0","0","0","/en/players/980522ec/Christian-Eriksen","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Wolfsburg","Mattias Svanberg","32","se SWE","AM","26-293","24","0","0","0","0","0","0","1","0","11","0","0","2","0.0","0.0","0.0","0","0","5","6","83.3","0","6","0","0","0","/en/players/92d83c27/Mattias-Svanberg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
"Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","8","Hamburger SV","Wolfsburg","Wolfsburg","Vinicius Souza","5","br BRA","DM","26-130","55","0","0","0","0","0","0","1","0","27","1","1","0","0.0","0.0","0.0","0","0","15","17","88.2","1","10","1","1","0","/en/players/6a8a7af8/Vinicius-Souza","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","Volksparkstadion"
