"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"8","Federico Bonazzoli","Cremonese","0.02","0.00","Saved off Target","52","Left Foot","","","","","","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
"16","Nicolas-Gerrit Kühn","Como","0.18","0.00","Off Target","21","Left Foot","","Jesus Rodríguez","Pass (Live)","Jean Butez","Pass (Live)","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
"19","Sergi Roberto","Como","0.09","0.00","Blocked","19","Right Foot","","Anastasios Douvikas","Tackle","Máximo Perrone","Pass (Live)","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
"32","Nicolás Paz","Como","0.31","0.89","Goal","12","Left Foot","","Jesus Rodríguez","Pass (Live)","Anastasios Douvikas","Pass (Live)","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
"34","Martín Payero","Cremonese","0.01","0.00","Off Target","23","Left Foot","","Alberto Grassi","Fouled","Matteo Bianchetti","Pass (Live)","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
"35","Lucas Da Cunha","Como","0.02","0.00","Blocked","29","Right Foot","","Jesus Rodríguez","Pass (Live)","Jacobo Ramón","Pass (Live)","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
"37","Jesus Rodríguez","Como","0.35","0.16","Saved","10","Head","","","","","","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
"45+1","Federico Baschirotto","Cremonese","0.06","0.00","Off Target","15","Right Foot","","Martín Payero","Pass (Live)","Alessio Zerbin","Pass (Live)","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
"","","","","","","","","","","","","","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
"46","Anastasios Douvikas","Como","0.07","0.00","Off Target","14","Right Foot","","Jesus Rodríguez","Pass (Live)","","","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
"47","Nicolás Paz","Como","0.02","0.12","Saved","30","Left Foot","","","","","","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
"51","Nicolás Paz","Como","0.02","0.07","Saved","20","Right Foot","","Jayden Addai","Pass (Live)","Lucas Da Cunha","Pass (Live)","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
"53","Anastasios Douvikas","Como","0.04","0.05","Saved","16","Left Foot","","Nicolás Paz","Pass (Live)","Lucas Da Cunha","Pass (Dead)","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5"
