"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"1","Isaac Price","West Brom","0.06","0.00","Blocked","27","Right Foot","","Chris Mepham","Pass (Live)","Jayson Molumby","Pass (Live)","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"1","Nathaniel Phillips","West Brom","0.23","0.59","Saved","15","Left Foot","","Isaac Price","Shot","","","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"5","Sverre Nypan","Middlesbrough","0.04","0.00","Off Target","21","Left Foot","","Sverre Nypan","Take-On","Sverre Nypan","Take-On","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"18","Ousmane Diakité","West Brom","0.01","0.00","Off Target","16","Head","","Jed Wallace","Pass (Dead)","Isaac Price","Fouled","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"21","Tommy Conway","Middlesbrough","0.19","0.27","Saved","6","Right Foot","","Tommy Conway","Take-On","","","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"21","Tommy Conway","Middlesbrough","0.03","0.00","Off Target","4","Head","","Tommy Conway","Shot","","","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"26","Dávid Strelec","Middlesbrough","0.40","0.20","Goal","7","Right Foot","Volley","Luke Ayling","Pass (Live)","George Edmundson","Pass (Dead)","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"35","Isaac Price","West Brom","0.01","0.00","Off Target","19","Right Foot","Volley","Callum Styles","Fouled","Callum Styles","Interception","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"40","Jed Wallace","West Brom","0.02","0.00","Blocked","21","Left Foot","","Alex Mowatt","Pass (Live)","George Campbell","Pass (Live)","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"45+1","Isaac Price","West Brom","0.02","0.00","Off Target","25","Right Foot","","Jayson Molumby","Pass (Live)","Aune Heggebø","Pass (Live)","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"","","","","","","","","","","","","","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"47","Isaac Price","West Brom","0.13","0.00","Off Target","8","Head","","Jed Wallace","Pass (Live)","George Campbell","Pass (Live)","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"49","Sam Silvera","Middlesbrough","0.02","0.00","Off Target","24","Right Foot","","Hayden Hackney","Pass (Live)","Sverre Nypan","Pass (Live)","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"53","Jed Wallace","West Brom","0.06","0.00","Off Target","25","Right Foot","","Alex Mowatt","Pass (Live)","","","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"55","Alex Mowatt","West Brom","0.02","0.00","Off Target","28","Right Foot","","Isaac Price","Pass (Live)","","","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
"57","Sverre Nypan","Middlesbrough","0.01","0.07","Saved","30","Left Foot","","Tommy Conway","Pass (Live)","Sverre Nypan","Pass (Live)","Championship","2025-2026","Friday September 19, 2025, 20:00 (venue time)","Middlesbrough","West Bromwich Albion","https://fbref.com/en/matches/5d8ba3d9/Middlesbrough-West-Bromwich-Albion-September-19-2025-Championship","6"
