"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Ollie Watkins","11","eng ENG","FW","30-004","82","1","0","0","0","2","2","0","0","20","2","0","0","0.7","0.7","0.0","0","0","6","12","50.0","0","12","1","0","0","/en/players/aed3a70f/Ollie-Watkins","Aston Villa","0","1","2","17","7","20","","0","","52","14","0","1","3","0","11","6","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20","Villa Park"
"Donyell Malen","17","nl NED","FW","26-359","8","0","0","0","0","0","0","0","0","1","0","0","0","0.0","0.0","0.0","0","0","0","0","","0","0","0","0","0","/en/players/116c35df/Donyell-Malen","Aston Villa","0","0","0","1","1","1","","0","","0","0","0","0","0","0","0","0","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20","Villa Park"
"Emi Buendía","10","ar ARG","LW","29-009","68","0","0","0","0","2","0","0","0","43","1","1","0","0.2","0.2","0.1","2","0","24","31","77.4","1","26","2","1","0","/en/players/66b76d44/Emi-Buendia","Aston Villa","0","5","18","20","5","43","0.0","1","100.0","108","59","0","0","3","1","30","7","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20","Villa Park"
"Jadon Sancho","19","eng ENG","LW,RW","25-284","22","0","0","0","0","1","0","0","0","10","0","0","0","0.0","0.0","0.0","0","0","6","8","75.0","0","8","0","1","0","/en/players/dbf053da/Jadon-Sancho","Aston Villa","0","1","3","6","2","10","0.0","1","100.0","41","19","0","0","0","0","9","2","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20","Villa Park"
"John McGinn","7","sct SCO","RW","31-077","82","2","0","0","0","2","2","0","0","60","2","1","1","0.5","0.5","0.0","2","0","35","46","76.1","4","32","1","3","0","/en/players/90f91999/John-McGinn","Aston Villa","1","4","26","31","4","60","0.0","3","100.0","172","47","1","1","2","1","45","9","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20","Villa Park"
"Lamare Bogarde","26","nl NED","DM","21-363","8","0","0","0","0","0","0","1","0","7","0","0","0","0.0","0.0","0.0","0","0","2","2","100.0","0","5","0","3","0","/en/players/bca5c4a7/Lamare-Bogarde","Aston Villa","0","2","5","0","0","7","0.0","0","0.0","12","1","0","0","1","0","4","0","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20","Villa Park"
"Morgan Rogers","27","eng ENG","AM,LW","23-161","90","0","1","0","0","2","0","0","0","63","0","0","1","0.2","0.2","0.7","2","1","37","46","80.4","5","41","7","3","0","/en/players/2e5915f1/Morgan-Rogers","Aston Villa","0","2","21","42","11","63","0.0","2","66.7","207","151","3","3","5","4","55","11","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20","Villa Park"
"Youri Tielemans","8","be BEL","DM,AM","28-241","90","0","1","0","0","0","0","0","0","119","4","0","1","0.0","0.0","0.5","4","2","99","112","88.4","20","83","3","0","0","/en/players/56f7a928/Youri-Tielemans","Aston Villa","2","11","61","48","2","119","","0","","338","157","4","1","2","0","93","3","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20","Villa Park"
"Boubacar Kamara","44","fr FRA","DM","26-041","90","0","0","0","0","0","0","0","0","110","6","4","2","0.0","0.0","0.1","4","1","86","93","92.5","15","70","0","5","2","/en/players/cc77354e/Boubacar-Kamara","Aston Villa","0","11","64","36","1","110","40.0","3","60.0","242","100","2","0","0","0","78","1","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20","Villa Park"
"Ian Maatsen","22","nl NED","LB","23-299","68","0","0","0","0","2","0","0","0","55","1","2","0","0.1","0.1","0.0","1","0","36","41","87.8","2","33","0","2","1","/en/players/cab9634e/Ian-Maatsen","Aston Villa","3","7","22","27","2","55","50.0","1","50.0","162","22","1","0","5","1","36","9","Premier-League","2025-2026","Saturday January 3, 2026, 12:30 (venue time)","Aston Villa","Nottingham Forest","https://fbref.com/en/matches/4ef85729/Aston-Villa-Nottingham-Forest-January-3-2026-Premier-League","20","Villa Park"
