"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Borja Iglesias","7","es ESP","FW","32-222","66","0","0","0","0","2","0","0","0","22","0","0","0","0.1","0.1","0.1","2","0","16","19","84.2","4","13","3","0","0","/en/players/75645f0e/Borja-Iglesias","Celta Vigo","0","4","14","5","2","22","","0","","57","38","1","1","1","2","20","4","La-Liga","2025-2026","Wednesday August 27, 2025, 21:00 (venue time) 20:00 (local time)","Celta Vigo","Real Betis","https://fbref.com/en/matches/d8457042/Celta-Vigo-Real-Betis-August-27-2025-La-Liga","6","Estadio Abanca Balaídos"
"Ferran Jutglà","9","es ESP","FW","26-207","24","0","0","0","0","2","2","0","0","11","0","0","0","0.1","0.1","0.0","1","0","4","8","50.0","2","6","0","0","0","/en/players/2a9f6b4d/Ferran-Jutgla","Celta Vigo","1","1","1","9","3","11","","0","","35","22","1","0","0","0","8","4","La-Liga","2025-2026","Wednesday August 27, 2025, 21:00 (venue time) 20:00 (local time)","Celta Vigo","Real Betis","https://fbref.com/en/matches/d8457042/Celta-Vigo-Real-Betis-August-27-2025-La-Liga","6","Estadio Abanca Balaídos"
"Williot Swedberg","19","se SWE","AM","21-207","45","0","0","0","0","0","0","0","0","12","1","0","0","0.0","0.0","0.0","1","0","7","9","77.8","1","6","0","2","1","/en/players/184fe4b2/Williot-Swedberg","Celta Vigo","0","1","7","4","2","12","50.0","0","0.0","11","2","0","0","0","1","8","2","La-Liga","2025-2026","Wednesday August 27, 2025, 21:00 (venue time) 20:00 (local time)","Celta Vigo","Real Betis","https://fbref.com/en/matches/d8457042/Celta-Vigo-Real-Betis-August-27-2025-La-Liga","6","Estadio Abanca Balaídos"
"Javier Rueda Garcia","17","es ESP","WB","23-111","45","0","0","0","0","1","0","0","0","38","0","1","0","0.0","0.0","0.0","1","0","29","35","82.9","3","21","3","0","0","/en/players/9ace87ba/Javier-Rueda-Garcia","Celta Vigo","1","3","17","18","4","38","","0","","76","36","0","2","0","0","28","10","La-Liga","2025-2026","Wednesday August 27, 2025, 21:00 (venue time) 20:00 (local time)","Celta Vigo","Real Betis","https://fbref.com/en/matches/d8457042/Celta-Vigo-Real-Betis-August-27-2025-La-Liga","6","Estadio Abanca Balaídos"
"Pablo Durán","18","es ESP","AM","24-094","71","0","0","0","0","4","2","0","0","24","1","0","0","0.2","0.2","0.0","2","1","7","14","50.0","2","16","2","1","0","/en/players/6db116ec/Pablo-Duran","Celta Vigo","1","3","9","14","7","24","0.0","1","100.0","72","42","0","2","3","1","18","6","La-Liga","2025-2026","Wednesday August 27, 2025, 21:00 (venue time) 20:00 (local time)","Celta Vigo","Real Betis","https://fbref.com/en/matches/d8457042/Celta-Vigo-Real-Betis-August-27-2025-La-Liga","6","Estadio Abanca Balaídos"
"Iago Aspas","10","es ESP","AM","38-026","19","0","0","0","0","1","0","0","0","26","0","1","0","0.1","0.1","0.1","4","0","20","24","83.3","3","18","1","1","1","/en/players/7dcf86f6/Iago-Aspas","Celta Vigo","0","1","9","16","2","26","100.0","0","0.0","76","41","0","0","0","0","23","5","La-Liga","2025-2026","Wednesday August 27, 2025, 21:00 (venue time) 20:00 (local time)","Celta Vigo","Real Betis","https://fbref.com/en/matches/d8457042/Celta-Vigo-Real-Betis-August-27-2025-La-Liga","6","Estadio Abanca Balaídos"
"Ilaix Moriba","6","gn GUI","CM","22-220","90","0","0","0","0","0","0","0","0","54","9","0","1","0.0","0.0","0.1","1","0","38","42","90.5","6","30","1","2","0","/en/players/f4c69aa6/Ilaix-Moriba","Celta Vigo","1","14","28","12","1","54","0.0","2","100.0","106","63","1","0","0","2","39","3","La-Liga","2025-2026","Wednesday August 27, 2025, 21:00 (venue time) 20:00 (local time)","Celta Vigo","Real Betis","https://fbref.com/en/matches/d8457042/Celta-Vigo-Real-Betis-August-27-2025-La-Liga","6","Estadio Abanca Balaídos"
"Hugo Sotelo","22","es ESP","CM","21-251","90","0","0","0","0","0","0","0","0","93","2","1","2","0.0","0.0","0.3","5","0","69","86","80.2","10","49","2","0","0","/en/players/3aa74860/Hugo-Sotelo","Celta Vigo","3","28","44","22","0","93","","0","","204","119","2","0","1","1","64","1","La-Liga","2025-2026","Wednesday August 27, 2025, 21:00 (venue time) 20:00 (local time)","Celta Vigo","Real Betis","https://fbref.com/en/matches/d8457042/Celta-Vigo-Real-Betis-August-27-2025-La-Liga","6","Estadio Abanca Balaídos"
"Hugo Álvarez","23","es ESP","WB,AM","22-056","71","1","0","0","0","1","1","0","0","48","0","3","0","0.1","0.1","0.0","2","0","33","38","86.8","6","27","4","3","1","/en/players/6f392eb8/Hugo-Alvarez","Celta Vigo","1","7","28","14","3","48","33.3","2","66.7","159","97","2","2","1","0","36","6","La-Liga","2025-2026","Wednesday August 27, 2025, 21:00 (venue time) 20:00 (local time)","Celta Vigo","Real Betis","https://fbref.com/en/matches/d8457042/Celta-Vigo-Real-Betis-August-27-2025-La-Liga","6","Estadio Abanca Balaídos"
"Bryan Zaragoza","15","es ESP","AM","23-352","19","0","0","0","0","1","0","0","0","16","0","0","0","0.1","0.1","0.1","2","0","9","12","75.0","2","11","3","2","1","/en/players/a96103b2/Bryan-Zaragoza","Celta Vigo","1","2","3","12","3","16","50.0","0","0.0","95","52","0","2","0","0","10","2","La-Liga","2025-2026","Wednesday August 27, 2025, 21:00 (venue time) 20:00 (local time)","Celta Vigo","Real Betis","https://fbref.com/en/matches/d8457042/Celta-Vigo-Real-Betis-August-27-2025-La-Liga","6","Estadio Abanca Balaídos"
